scaled_hash_forward,scaled_hash_reverse,original_hash_forward,original_hash_reverse,family_label,class_name,raw_row_count,old_grouped_split_code,old_grouped_split,new_grouped_split_code,new_grouped_split,rows_moved,file_ids
188369641939740496,3591077641563136921,1205245813912660681,-3401513758302280865,0,benign,1,1,validation,1,validation,0,23
204166660056515604,-8123060695242751192,-3347096102785259364,8779913919062819054,0,benign,1,1,validation,1,validation,0,23
204166660056515604,-8123060695242751192,8062816438688537512,-5497720691263307313,0,benign,1,2,test,1,validation,1,51
204166660056515604,-8123060695242751192,8629490291080840069,3885070536709617938,0,benign,1,1,validation,1,validation,0,51
245944918791893003,1538005449942802960,-5718604076481529457,2435146585488480950,0,benign,1,1,validation,0,train,1,51
245944918791893003,1538005449942802960,-3150256811504455976,5291951218663642489,0,benign,1,0,train,0,train,0,51
245944918791893003,1538005449942802960,-1403679563923675545,1238362786540556547,0,benign,1,2,test,0,train,1,51
245944918791893003,1538005449942802960,5538085393982838834,-4880387221149866814,0,benign,1,0,train,0,train,0,23
271684514164999344,617495157310352774,-4577228318655426984,941647313764859692,0,benign,1,2,test,2,test,0,51
271684514164999344,617495157310352774,6191101900111440382,3480413425809852465,0,benign,1,0,train,2,test,1,51
317767266122535630,2822531292694814384,-9161651728860039429,8342081182208868230,0,benign,1,0,train,0,train,0,51
317767266122535630,2822531292694814384,-8857776073099688678,5310219607436372232,0,benign,1,1,validation,0,train,1,51
317767266122535630,2822531292694814384,-5322088319724551461,-4474039160538838601,0,benign,1,0,train,0,train,0,51
340630894452119721,5512649159450646587,-2679519534530858589,-3538404362803487658,0,benign,1,2,test,2,test,0,23
340630894452119721,5512649159450646587,7740747409673881568,1292682303033384965,0,benign,1,0,train,2,test,1,23
358175979979279223,-4581080492261676509,-6840480426041678284,6074330312884188132,0,benign,1,1,validation,1,validation,0,51
358175979979279223,-4581080492261676509,-1225730460220160552,8065675746787255909,0,benign,1,0,train,1,validation,1,23
378724920550303450,5781942816101068416,-8069568307659614058,9039128719092559789,0,benign,1,0,train,1,validation,1,23
378724920550303450,5781942816101068416,-2767633851308535789,-7623823934387319854,0,benign,1,1,validation,1,validation,0,23
466240788401855309,2675567812078948098,-1484614954221452891,4327718489871324033,0,benign,1,0,train,0,train,0,23
466240788401855309,2675567812078948098,-967361428737564370,3077769376960491251,0,benign,1,2,test,0,train,1,51
466240788401855309,2675567812078948098,5530677555736389777,5185744831918963244,0,benign,1,0,train,0,train,0,23
578391720210926183,3411064514467754267,-1774870978071123971,1904392090271753242,0,benign,1,2,test,0,train,1,23
578391720210926183,3411064514467754267,-1225690441919611939,4529376424594366284,0,benign,1,0,train,0,train,0,51
578391720210926183,3411064514467754267,6779073482922728081,-7510325928384812518,0,benign,1,0,train,0,train,0,23
613598530959762647,-5428738011294807169,-8385719227959227664,957290072045814337,0,benign,1,1,validation,0,train,1,23
613598530959762647,-5428738011294807169,1363929672409271724,5393843722851738993,0,benign,1,0,train,0,train,0,51
613598530959762647,-5428738011294807169,4244494361367973211,7767511316103290615,0,benign,1,0,train,0,train,0,23
742065895458423598,5662908871955598402,-7297609180800777063,6320680626810481133,0,benign,1,0,train,0,train,0,23
742065895458423598,5662908871955598402,5334496853490986918,3036752189795231950,0,benign,1,1,validation,0,train,1,51
742065895458423598,5662908871955598402,8488718983617510397,4281864337487154203,0,benign,1,0,train,0,train,0,51
784643932445657823,-945786356461934220,-2365051385335064022,1048806499152383365,0,benign,1,0,train,0,train,0,23
784643932445657823,-945786356461934220,-2236228000790569827,6926884725521951802,0,benign,1,2,test,0,train,1,23
784643932445657823,-945786356461934220,-1695574218928972837,7804727522719187011,0,benign,1,0,train,0,train,0,23
784643932445657823,-945786356461934220,-389383213323922403,259325998159708930,0,benign,1,0,train,0,train,0,51
813037633063840858,-8345655905369494455,-4432968029971059048,-8021617608181516215,0,benign,1,0,train,1,validation,1,51
813037633063840858,-8345655905369494455,6408779726435740341,-687415421133890244,0,benign,1,1,validation,1,validation,0,51
824404538316906146,-1420361362347363648,-2974397844218405501,-483594713828917604,0,benign,1,0,train,1,validation,1,51
824404538316906146,-1420361362347363648,-246907608744449256,5931292254989093832,0,benign,1,1,validation,1,validation,0,23
868851561230835316,3825682073361734056,-9122888052987316130,-6435705818765767396,0,benign,1,0,train,0,train,0,23
868851561230835316,3825682073361734056,-7739843262457548582,-8259211381460150996,0,benign,1,1,validation,0,train,1,23
868851561230835316,3825682073361734056,520000620652891522,-4003046579505766734,0,benign,1,0,train,0,train,0,23
923227525732368760,-230956123287862224,-3164550036582822132,7573468408888736004,0,benign,1,2,test,2,test,0,23
923227525732368760,-230956123287862224,2378707383348378534,5224220483796506699,0,benign,1,0,train,2,test,1,23
923227525732368760,-230956123287862224,4169365812256054117,-3294891883468446346,0,benign,1,2,test,2,test,0,23
970155002936935422,-2723642312141078583,-7793226494509630253,6630543826688514842,0,benign,1,0,train,1,validation,1,23
970155002936935422,-2723642312141078583,-2154802673448648155,7988280338827975235,0,benign,1,1,validation,1,validation,0,51
970155002936935422,-2723642312141078583,1891841600235831639,4643374208059440818,0,benign,1,2,test,1,validation,1,51
1066743920744067756,6007849442708758588,-5602740200352401117,8017966604893228236,0,benign,1,2,test,0,train,1,51
1066743920744067756,6007849442708758588,-4254219923098105851,-6640333146072098647,0,benign,1,0,train,0,train,0,23
1066743920744067756,6007849442708758588,285678000857176059,-2984369454860249748,0,benign,1,0,train,0,train,0,23
1066743920744067756,6007849442708758588,6734837311523158884,5139929767097264269,0,benign,1,0,train,0,train,0,23
1066743920744067756,6007849442708758588,7194474029537832679,-7325991449631883662,0,benign,1,2,test,0,train,1,23
1094757561856655601,-5994193330373440509,-5404966186679106375,-515033099471314773,0,benign,1,0,train,1,validation,1,23
1094757561856655601,-5994193330373440509,6657953255666003148,-3602851828127117830,0,benign,1,2,test,1,validation,1,51
1094757561856655601,-5994193330373440509,7768390247959977578,57207255894787141,0,benign,1,1,validation,1,validation,0,23
1207024437917490882,-6217233568504720504,-4268821061121047118,570570042439304979,0,benign,1,0,train,2,test,1,23
1207024437917490882,-6217233568504720504,5052331708423685072,8078511956744553057,0,benign,1,2,test,2,test,0,51
1239588363573893259,293492836866342595,-7198836946693134764,-7913309737958793107,0,benign,1,0,train,1,validation,1,23
1239588363573893259,293492836866342595,-5141190586658437151,4871145700929541244,0,benign,1,1,validation,1,validation,0,23
1260068845288971903,-195291339433668552,-7500131584017374576,-1692550362857082969,0,benign,1,2,test,2,test,0,23
1260068845288971903,-195291339433668552,6137093527292892878,-7970486436872360331,0,benign,1,0,train,2,test,1,23
1269086357789596072,4116235940026700674,-4961275675772952164,1719946160115354167,0,benign,1,1,validation,1,validation,0,51
1269086357789596072,4116235940026700674,-2633581512849641038,-5710608551601767473,0,benign,1,0,train,1,validation,1,23
1283400830312805442,-1750341456402515044,-8916206867789775425,4284462111282102923,0,benign,1,0,train,0,train,0,23
1283400830312805442,-1750341456402515044,-111933159231237435,6830962021928185667,0,benign,1,0,train,0,train,0,23
1283400830312805442,-1750341456402515044,7406819970913047165,-6878727025057086561,0,benign,1,2,test,0,train,1,51
1305633226552675360,7395846034037273134,-4574541758141835482,3112706128482214132,0,benign,1,0,train,0,train,0,23
1305633226552675360,7395846034037273134,-2774491155628248981,-2294124675032284971,0,benign,1,0,train,0,train,0,23
1305633226552675360,7395846034037273134,286767505356902748,-5782186967291450422,0,benign,1,0,train,0,train,0,23
1305633226552675360,7395846034037273134,1632946534018853485,9131589788073196907,0,benign,1,0,train,0,train,0,51
1305633226552675360,7395846034037273134,7302205953986279003,1546161509385812949,0,benign,1,0,train,0,train,0,23
1305633226552675360,7395846034037273134,8205789686671266441,-9060900816892234972,0,benign,1,2,test,0,train,1,51
1314975529672280621,-8550452193962277417,-6369987864875845687,5128321489449852212,0,benign,1,2,test,2,test,0,51
1314975529672280621,-8550452193962277417,-4569760094970712112,-6401319804937833261,0,benign,1,0,train,2,test,1,23
1513766576679101919,-1327968297918175798,-6366086085101422458,8142818835899328680,0,benign,1,0,train,2,test,1,23
1513766576679101919,-1327968297918175798,-4123496841730141609,2187260750037696623,0,benign,1,2,test,2,test,0,51
1528000203797430163,5638693675594513439,-8830459413132574920,-8846602175596546479,0,benign,1,1,validation,1,validation,0,23
1528000203797430163,5638693675594513439,-7327376887868933196,-2348512239491025349,0,benign,1,0,train,1,validation,1,23
1528000203797430163,5638693675594513439,3126816203840392495,-8602039310662399385,0,benign,1,1,validation,1,validation,0,23
1557524715802442948,5079047777373146435,-787340297082587143,2251330393115790984,0,benign,1,2,test,0,train,1,51
1557524715802442948,5079047777373146435,3433759804718079806,5737014494920820818,0,benign,1,0,train,0,train,0,51
1557524715802442948,5079047777373146435,4173938332965607016,3129675405230485984,0,benign,1,0,train,0,train,0,51
1600820159834109337,-1354382802048624124,-5943956830665829122,2503145813408552698,0,benign,1,1,validation,2,test,1,51
1600820159834109337,-1354382802048624124,-5658063867522346705,4513512029802598617,0,benign,1,0,train,2,test,1,51
1600820159834109337,-1354382802048624124,-5598796934315035454,2080964606469370058,0,benign,1,0,train,2,test,1,23
1600820159834109337,-1354382802048624124,-583811261145250528,3620218377727004066,0,benign,1,2,test,2,test,0,51
1600820159834109337,-1354382802048624124,126735505649226637,-7417722093789833323,0,benign,1,2,test,2,test,0,51
1658969660811354583,-4567352216805706047,-8488069986298425669,-4241008203266743627,0,benign,1,0,train,2,test,1,23
1658969660811354583,-4567352216805706047,5056466044728573719,8704480932177377667,0,benign,1,2,test,2,test,0,23
1721040172967786588,6180054833694254220,-2055817939668712744,-1203522778483366186,0,benign,1,0,train,0,train,0,51
1721040172967786588,6180054833694254220,1632277424298588279,6920689282684216685,0,benign,1,0,train,0,train,0,23
1721040172967786588,6180054833694254220,7098593748926725577,-2159008337604717257,0,benign,1,2,test,0,train,1,23
1746764716466039128,7627052063223314152,2253739399611030248,-6790475549211119202,0,benign,1,0,train,0,train,0,51
1746764716466039128,7627052063223314152,5747882474222234038,-7087048998002616183,0,benign,1,1,validation,0,train,1,51
1746764716466039128,7627052063223314152,7805650285838036831,-647147364977613192,0,benign,1,0,train,0,train,0,23
1767104464677039677,-7498080959047731952,3459706096128227926,-7567670057262171727,0,benign,1,0,train,1,validation,1,51
1767104464677039677,-7498080959047731952,3841935672649839966,3403028819587652432,0,benign,1,1,validation,1,validation,0,23
1869011791362270315,1115152222850139608,-1785974681264909221,4841745537201025020,0,benign,1,2,test,1,validation,1,23
1869011791362270315,1115152222850139608,8895534619344930767,-8245690179059919488,0,benign,1,1,validation,1,validation,0,23
1936948894575375970,674250435459384929,-6518426039135849711,1852388793636987860,0,benign,1,1,validation,1,validation,0,23
1936948894575375970,674250435459384929,8835016284852122682,-7289295794820448957,0,benign,1,2,test,1,validation,1,23
1952817526975336770,696815922320736531,-5751899387178378084,4461277144846038898,0,benign,1,2,test,2,test,0,23
1952817526975336770,696815922320736531,8730869870028735636,-3027618149417336088,0,benign,1,0,train,2,test,1,23
1979296990013953479,8908263878109368285,-4604671665757291173,4431541822399649232,0,benign,1,2,test,1,validation,1,51
1979296990013953479,8908263878109368285,-1074031223581646591,-1592608865849416708,0,benign,1,1,validation,1,validation,0,23
2051071221191849232,3385193858823580304,-2048828446993200023,5627750458800921055,0,benign,1,0,train,0,train,0,51
2051071221191849232,3385193858823580304,7856295950341638081,-646698793306298007,0,benign,1,1,validation,0,train,1,23
2051071221191849232,3385193858823580304,8858555656417792698,2992382107488859132,0,benign,1,0,train,0,train,0,51
2070994721020316406,8537914877137170269,-1521398366156655052,-4196923819157188003,0,benign,1,0,train,2,test,1,62
2070994721020316406,8537914877137170269,2720628052232385797,-3438951043795908097,0,benign,1,2,test,2,test,0,62
2099777011526903575,3716761861065740831,-7805017929926196091,1975355236984620284,0,benign,1,0,train,0,train,0,23
2099777011526903575,3716761861065740831,-2877097750119064680,8465436485925698445,0,benign,1,2,test,0,train,1,23
2099777011526903575,3716761861065740831,-1661250839419563510,-3985031346796008249,0,benign,1,0,train,0,train,0,23
2131382110274809046,3254578837014628642,-7480705975087730174,85974589661150386,0,benign,1,1,validation,1,validation,0,62
2131382110274809046,3254578837014628642,7981940099350504269,-4689311311892176700,0,benign,1,2,test,1,validation,1,62
2238519877259671327,3958817919675273997,-5210135820997842004,5241725723150589869,0,benign,1,0,train,1,validation,1,23
2238519877259671327,3958817919675273997,8954559855007687436,3161590334968646428,0,benign,1,1,validation,1,validation,0,23
2378631725724010783,-928843938416948175,-7260951085095987980,6699050444240133958,0,benign,1,0,train,2,test,1,51
2378631725724010783,-928843938416948175,6286229458462677048,-8795560623558133211,0,benign,1,2,test,2,test,0,23
2427549865396619581,-6679299983978311800,-7649804668640008903,2110693336132821696,0,benign,1,0,train,1,validation,1,23
2427549865396619581,-6679299983978311800,7769627170767465925,3051952518147971096,0,benign,1,1,validation,1,validation,0,23
2585210069798020671,-2416718573904539059,-1526288583904397659,1757907829705973136,0,benign,1,2,test,1,validation,1,51
2585210069798020671,-2416718573904539059,3965319490262307823,6126921883648207367,0,benign,1,1,validation,1,validation,0,23
2636529278161432485,-7933914396036986094,-8439298568164761111,8329605375604716359,0,benign,1,1,validation,1,validation,0,62
2636529278161432485,-7933914396036986094,1591896767011209748,80645946966059128,0,benign,1,0,train,1,validation,1,62
2712738284975465368,7364581001187703778,-1729737888134622175,8265825088363209637,0,benign,1,2,test,2,test,0,23
2712738284975465368,7364581001187703778,6559210113792832875,-6706839888800794279,0,benign,1,0,train,2,test,1,51
2718687514532728969,2322195222122492102,-7152416430562567917,-8328976001396631762,0,benign,1,1,validation,1,validation,0,51
2718687514532728969,2322195222122492102,-4187753310988825589,-5231325800298991209,0,benign,1,0,train,1,validation,1,23
2768426569159487365,6059722844518197915,-4334118703460535426,3104845245063283136,0,benign,1,1,validation,1,validation,0,51
2768426569159487365,6059722844518197915,-4038624106528176349,-7339196272649419036,0,benign,1,0,train,1,validation,1,51
2880536988226682881,6131351387027357940,-8708017253498529250,5125118521121050870,0,benign,1,1,validation,1,validation,0,23
2880536988226682881,6131351387027357940,2991267708614545356,-693100509382261376,0,benign,1,0,train,1,validation,1,23
3001433489278282787,7061596170039559120,-8416231745345697493,8268318528007367385,0,benign,1,0,train,2,test,1,23
3001433489278282787,7061596170039559120,-287174862104167662,-5196471975782214289,0,benign,1,2,test,2,test,0,51
3082760993158147255,954249459698285576,-8246062054366179688,3477572737420250245,0,benign,1,0,train,0,train,0,23
3082760993158147255,954249459698285576,-6499464329555950872,3190794196168492714,0,benign,1,0,train,0,train,0,51
3082760993158147255,954249459698285576,-3983283450520996727,1521810341245925181,0,benign,1,2,test,0,train,1,51
3112084910468347997,-4740936909276107244,-4641507690301897748,1438252703298873503,0,benign,1,0,train,0,train,0,51
3112084910468347997,-4740936909276107244,3171917872860435571,118596830016417386,0,benign,1,0,train,0,train,0,23
3112084910468347997,-4740936909276107244,3175476665198387899,2012932604468803421,0,benign,1,1,validation,0,train,1,23
3173465278734883437,9210967366252991437,-7487082630841187536,1485961322002826410,0,benign,1,2,test,2,test,0,23
3173465278734883437,9210967366252991437,-593790018911330825,6299930333350064662,0,benign,1,0,train,2,test,1,51
3188448442343531882,2242151974934649213,-3096385134633451399,-2392362772194402683,0,benign,1,2,test,2,test,0,62
3188448442343531882,2242151974934649213,1871475116321645980,-64251183916875211,0,benign,1,0,train,2,test,1,62
3213314501288918916,-438352618473106048,-7528953640948187399,2567016294202231749,0,benign,1,1,validation,1,validation,0,51
3213314501288918916,-438352618473106048,6612644931880105271,3416496477134032740,0,benign,1,2,test,1,validation,1,51
3233616184117236951,-4521569283630684931,-7995574410679471184,600727268080867166,0,benign,1,0,train,2,test,1,23
3233616184117236951,-4521569283630684931,-376690885578925747,-7106835642800076511,0,benign,1,2,test,2,test,0,23
3233616184117236951,-4521569283630684931,5714596338718842984,8020172198323415736,0,benign,1,2,test,2,test,0,51
3324209380164898210,8279938983411574955,-4740153166617078982,8719331546681515649,0,benign,1,1,validation,0,train,1,23
3324209380164898210,8279938983411574955,-3207804792817876236,-8117062502345666501,0,benign,1,0,train,0,train,0,23
3324209380164898210,8279938983411574955,-2582968237396337116,1206584802524863138,0,benign,1,0,train,0,train,0,23
3328335047036268610,-5809645266322894127,-7314470508788269992,1941860700541452385,0,benign,1,0,train,1,validation,1,23
3328335047036268610,-5809645266322894127,531482702865223986,-5644982086063826468,0,benign,1,1,validation,1,validation,0,51
3331627517454369978,-2697939710471938230,-4838553094353934918,8542719492176059884,0,benign,1,0,train,2,test,1,51
3331627517454369978,-2697939710471938230,-4338471720243069940,3442399482132439010,0,benign,1,2,test,2,test,0,51
3341191522027033858,-519077833417640346,-7938961289596039098,8826974936673989361,0,benign,1,1,validation,1,validation,0,23
3341191522027033858,-519077833417640346,-1939676732300749146,-3409467267109567180,0,benign,1,2,test,1,validation,1,23
3449134097251811753,3585253924860735766,-7942097642906056850,7320504590529509895,0,benign,1,1,validation,1,validation,0,62
3449134097251811753,3585253924860735766,5286150018272589958,-2229796438273247104,0,benign,1,0,train,1,validation,1,62
3534536074312312340,-1338589361381698456,-208835115238016370,8373082124635704955,0,benign,1,0,train,1,validation,1,51
3534536074312312340,-1338589361381698456,4967609616638536136,-8907156466143711398,0,benign,1,1,validation,1,validation,0,51
3584514363456215613,7949929673783122365,2186570571286029133,-4481513017810284374,0,benign,1,2,test,2,test,0,62
3584514363456215613,7949929673783122365,4647614262096260660,-999336451635919795,0,benign,1,0,train,2,test,1,62
3588138702755266419,7282986694713413791,-2829606224037511431,-3448012317305912963,0,benign,1,2,test,1,validation,1,23
3588138702755266419,7282986694713413791,8587068401359670030,4652372286483103710,0,benign,1,1,validation,1,validation,0,51
3590969463456261461,5384005985384318547,-4751804422639482774,-1433723237866825073,0,benign,1,0,train,1,validation,1,62
3590969463456261461,5384005985384318547,5122308805456198458,-1079045455287183171,0,benign,1,1,validation,1,validation,0,62
3671221936679739806,-3216159604702085609,-5151591621732161239,350397461783258085,0,benign,1,1,validation,0,train,1,51
3671221936679739806,-3216159604702085609,3937507624310784017,-7908749692839239614,0,benign,1,0,train,0,train,0,51
3671221936679739806,-3216159604702085609,8216435190796345521,4512637084395772767,0,benign,1,0,train,0,train,0,51
3671221936679739806,-3216159604702085609,9044153946521732297,-7578552378699573638,0,benign,1,0,train,0,train,0,23
3724512825133565827,7333522281190651260,-8798866327960586575,6458418416579338005,0,benign,1,0,train,0,train,0,23
3724512825133565827,7333522281190651260,-6102047290399943471,6033920325731748827,0,benign,1,0,train,0,train,0,23
3724512825133565827,7333522281190651260,-2931078155270561751,-504474762272547386,0,benign,1,0,train,0,train,0,23
3724512825133565827,7333522281190651260,2078841846113303635,6572617868464377086,0,benign,1,0,train,0,train,0,23
3724512825133565827,7333522281190651260,2993314167761140103,-3109273253643468849,0,benign,1,1,validation,0,train,1,23
3819088286965654726,3512893136271333990,-8894045711761445096,5661741142539382570,0,benign,1,2,test,2,test,0,51
3819088286965654726,3512893136271333990,3683306326364854788,-6156847756172379610,0,benign,1,0,train,2,test,1,51
3867492234056273177,-8378434230140647081,-3521231952537777612,-2245593570419955791,0,benign,1,2,test,2,test,0,51
3867492234056273177,-8378434230140647081,2287963301699513060,3125545844412518623,0,benign,1,2,test,2,test,0,23
3867492234056273177,-8378434230140647081,4855686787543179756,7217335172798810593,0,benign,1,0,train,2,test,1,23
3880873222925210025,8066732984333167899,1397634626791318358,-8672572300758063816,0,benign,1,0,train,1,validation,1,51
3880873222925210025,8066732984333167899,4910730340530806619,9203349801489239787,0,benign,1,1,validation,1,validation,0,23
3886343156127145673,6687155786562090296,-7221348593459414873,-6492382210360850845,0,benign,1,0,train,0,train,0,23
3886343156127145673,6687155786562090296,-6403687600490441733,9156251618285921429,0,benign,1,1,validation,0,train,1,51
3886343156127145673,6687155786562090296,-3562347499589258324,5504125782329768695,0,benign,1,0,train,0,train,0,51
3886343156127145673,6687155786562090296,-3469376491127948190,-6307432576710383956,0,benign,1,0,train,0,train,0,23
3886343156127145673,6687155786562090296,-1424188085777021395,8161537915855166247,0,benign,1,0,train,0,train,0,23
3886343156127145673,6687155786562090296,8859271819957938930,7171503495272051637,0,benign,1,0,train,0,train,0,23
4028901443141527606,-7514037281553735278,-4905989611029120506,3877047566400515438,0,benign,1,0,train,1,validation,1,62
4028901443141527606,-7514037281553735278,866875083982015367,514846719961861186,0,benign,1,1,validation,1,validation,0,62
4091677933407429271,-5657948875274290494,-340831381725475772,-9130546948459624951,0,benign,1,1,validation,1,validation,0,23
4091677933407429271,-5657948875274290494,6909145207055588365,8572195953057206614,0,benign,1,0,train,1,validation,1,23
4109561336442659236,-1565904346530185639,4908631175073339107,-1147379856705932170,0,benign,1,0,train,1,validation,1,23
4109561336442659236,-1565904346530185639,8385448324353290032,2117384509028992819,0,benign,1,1,validation,1,validation,0,51
4132096275091755614,-6915444123033338658,-6825837415337159212,-2529859295407011248,0,benign,1,0,train,1,validation,1,23
4132096275091755614,-6915444123033338658,1162521029198992221,6563683438324919151,0,benign,1,1,validation,1,validation,0,23
4154122579981954752,-3444594560668381706,-9063852527269386349,-4691997644754077258,0,benign,1,0,train,0,train,0,23
4154122579981954752,-3444594560668381706,-4290068217420988397,-6107748802806386225,0,benign,1,0,train,0,train,0,51
4154122579981954752,-3444594560668381706,-480796591053170739,-2395118324667035408,0,benign,1,1,validation,0,train,1,23
4166922127862092895,-3807279007210391297,-4552587733493891552,-6176702672177733940,0,benign,1,1,validation,0,train,1,23
4166922127862092895,-3807279007210391297,1162368268635370790,583875380682796401,0,benign,1,0,train,0,train,0,23
4166922127862092895,-3807279007210391297,6668020354295831403,5756302260718885493,0,benign,1,0,train,0,train,0,51
4167412573156589396,-5331571182956221539,-7682880264081120282,-4960923947520579736,0,benign,1,2,test,1,validation,1,23
4167412573156589396,-5331571182956221539,2015710021235832627,1335808095673330407,0,benign,1,1,validation,1,validation,0,51
4167412573156589396,-5331571182956221539,7852381757651017016,4102693637594411598,0,benign,1,1,validation,1,validation,0,23
4167412573156589396,-5331571182956221539,8624194934810022451,-6241614629781169635,0,benign,1,0,train,1,validation,1,23
4245440300290589746,-4557366878055716232,-5524696095528892242,7690375185517693671,0,benign,1,1,validation,1,validation,0,51
4245440300290589746,-4557366878055716232,4741862556747559528,-7747559452818888813,0,benign,1,0,train,1,validation,1,51
4309755878464920839,6791796651682958332,-7104268469568589814,-8915314958875037404,0,benign,1,0,train,2,test,1,62
4309755878464920839,6791796651682958332,8728389160394939898,-8603952860752007468,0,benign,1,2,test,2,test,0,62
4339672336700997933,-5713557427897831170,2277706027448957665,6198191886106951423,0,benign,1,0,train,2,test,1,23
4339672336700997933,-5713557427897831170,3949846778507841577,-8158974225610767033,0,benign,1,2,test,2,test,0,23
4339672336700997933,-5713557427897831170,8644154249410174380,4843815575703252313,0,benign,1,2,test,2,test,0,23
4418455262856284251,5762500354566595332,-8754159657822100337,-6620607432925015724,0,benign,1,0,train,0,train,0,23
4418455262856284251,5762500354566595332,-7278801927685371617,-8899840881526076976,0,benign,1,0,train,0,train,0,23
4418455262856284251,5762500354566595332,6781120085440513352,5038778092827796406,0,benign,1,2,test,0,train,1,23
4502393056424014394,2373679846175533139,-3824274841272628181,3123823738594659429,0,benign,1,0,train,0,train,0,23
4502393056424014394,2373679846175533139,4890910623027409163,-2738683579426852796,0,benign,1,0,train,0,train,0,23
4502393056424014394,2373679846175533139,5043263611446133403,6908076794604354373,0,benign,1,0,train,0,train,0,23
4502393056424014394,2373679846175533139,6405598761805998414,-6495944709339419456,0,benign,1,2,test,0,train,1,51
4666283755329392346,-4820403323483100174,-5792236577478858866,-2761549060481003841,0,benign,1,0,train,0,train,0,23
4666283755329392346,-4820403323483100174,-3177506606403272756,-4966173932132990806,0,benign,1,0,train,0,train,0,23
4666283755329392346,-4820403323483100174,-2425156629313773191,-1895294088768973363,0,benign,1,0,train,0,train,0,23
4666283755329392346,-4820403323483100174,-1888210168540903455,9197972267588386417,0,benign,1,1,validation,0,train,1,23
4666283755329392346,-4820403323483100174,2151876686803873890,3455291131419672313,0,benign,1,0,train,0,train,0,51
4666283755329392346,-4820403323483100174,2846089200827630114,2689810131086973599,0,benign,1,1,validation,0,train,1,23
4666283755329392346,-4820403323483100174,4111407624390834985,-8470464658097679237,0,benign,1,0,train,0,train,0,23
4754388856474645767,-3114340709964126533,921230345146894509,-7516882172589303447,0,benign,1,2,test,1,validation,1,23
4754388856474645767,-3114340709964126533,1721999399370820924,-361430463254009937,0,benign,1,1,validation,1,validation,0,51
4763755132436881879,8643092559900495862,-9204915697164452526,430806662464387726,0,benign,1,0,train,2,test,1,23
4763755132436881879,8643092559900495862,-4356509627809990387,-1422195577837081818,0,benign,1,2,test,2,test,0,51
4799788865427651917,4174681192757144819,-1942745060976711209,3086303551782885517,0,benign,1,0,train,0,train,0,23
4799788865427651917,4174681192757144819,3546847086681316468,1948471263100158100,0,benign,1,0,train,0,train,0,23
4799788865427651917,4174681192757144819,9020374623584614022,2229793964024810924,0,benign,1,1,validation,0,train,1,23
4806838724698323737,-8433419676571426532,911171426014102404,-6262832420914083710,0,benign,1,0,train,0,train,0,23
4806838724698323737,-8433419676571426532,1456238794108737834,-1867069242477717237,0,benign,1,2,test,0,train,1,23
4806838724698323737,-8433419676571426532,2831571831573445956,-8742728602143794791,0,benign,1,0,train,0,train,0,23
4851844874261763807,1472320268808262109,-8465043033285189017,-6013518426311195383,0,benign,1,2,test,2,test,0,23
4851844874261763807,1472320268808262109,-6597171032380452699,177248138766906981,0,benign,1,2,test,2,test,0,51
4851844874261763807,1472320268808262109,6348635644848054700,7288809500757791935,0,benign,1,0,train,2,test,1,51
4909789057943205524,5835313880387947125,-6606358400689189323,4081233312694101778,0,benign,1,0,train,1,validation,1,62
4909789057943205524,5835313880387947125,1452344827162805691,-6368761424198580171,0,benign,1,1,validation,1,validation,0,62
4929813270804364547,-1204941421742680235,-581847378868289526,-7885094258670971698,0,benign,1,1,validation,1,validation,0,51
4929813270804364547,-1204941421742680235,4797607703871665234,-7024329785196109778,0,benign,1,2,test,1,validation,1,23
4929813270804364547,-1204941421742680235,5433675793578935182,1468314887142481434,0,benign,1,2,test,1,validation,1,51
4929813270804364547,-1204941421742680235,8092372520892882991,9047597817411545823,0,benign,1,1,validation,1,validation,0,51
4948413537102770848,-2727999438180477233,-262464835863415818,4053862777124231628,0,benign,1,0,train,2,test,1,51
4948413537102770848,-2727999438180477233,636863211567766671,3843123364362509497,0,benign,1,2,test,2,test,0,23
4952698150170475278,-1841467230676153436,-2087503721074836837,6178069231409247216,0,benign,1,0,train,1,validation,1,62
4952698150170475278,-1841467230676153436,-1437087137792879003,7569509073232745769,0,benign,1,1,validation,1,validation,0,62
5017637674248800504,-3254386578471183919,-8248850979234331797,4218361498273627689,0,benign,1,0,train,0,train,0,23
5017637674248800504,-3254386578471183919,-7804322887473942904,7341871794911671743,0,benign,1,0,train,0,train,0,51
5017637674248800504,-3254386578471183919,-4404807266398255671,712136939605094207,0,benign,1,0,train,0,train,0,23
5017637674248800504,-3254386578471183919,2178186554658109563,3171498595598103601,0,benign,1,2,test,0,train,1,23
5017637674248800504,-3254386578471183919,7722481513131348436,5073396323445089870,0,benign,1,0,train,0,train,0,51
5022954085929553519,6792057699936350536,1408891023193215355,-2777546701305424114,0,benign,1,0,train,1,validation,1,23
5022954085929553519,6792057699936350536,3715510513341111438,5087783146747065057,0,benign,1,1,validation,1,validation,0,23
5059974875052711621,8074670672275719103,-7383456034130071841,-316540100756389061,0,benign,1,2,test,0,train,1,23
5059974875052711621,8074670672275719103,-1854408603201948640,-2963511369782060784,0,benign,1,0,train,0,train,0,23
5059974875052711621,8074670672275719103,597355691009082968,6259593403890423737,0,benign,1,0,train,0,train,0,51
